hour,minute,volatility,success,next_return,target,multiplier
8,49,28113.1498,0.3941,-0.0,2616,0.5
8,50,29101.3772,0.3875,0.0,2614,0.5
8,51,28955.1552,0.4002,-0.0,2609,0.5
8,52,28634.277,0.3883,-0.0,2614,0.5
8,53,28406.9545,0.3791,-0.0,2617,0.5
8,54,28311.6635,0.3816,-0.0,2615,0.5
8,55,29164.4989,0.4013,0.0,2614,0.5
8,56,29131.8807,0.396,0.0001,2616,0.5
8,57,28944.593,0.4104,0.0,2617,0.5
8,58,30764.9083,0.4262,-0.0,2616,0.5
8,59,37621.5596,0.4503,0.0004,2616,0.5
9,0,61262.3139,0.7507,-0.0001,2619,0.3
9,1,57816.1007,0.5261,-0.0002,2621,0.3
9,2,57066.4376,0.5384,-0.0001,2619,0.3
9,3,55428.1346,0.5466,-0.0001,2616,0.3
9,4,52200.5348,0.5367,-0.0,2618,0.3
9,5,50374.5704,0.5582,-0.0,2619,0.3
9,6,48116.9278,0.5426,0.0001,2617,0.3
9,7,46742.4532,0.5564,0.0001,2617,0.3
9,8,45708.9381,0.5569,0.0,2618,0.3
9,9,44153.2289,0.5564,0.0001,2617,0.3
9,10,44729.7401,0.57,-0.0,2616,0.3
9,11,43637.0937,0.556,0.0001,2615,0.3
9,12,42231.386,0.5418,-0.0,2619,0.3
9,13,42196.7902,0.5441,0.0,2617,0.3
9,14,41779.648,0.5585,0.0001,2614,0.3
9,15,44624.4275,0.5664,0.0,2620,0.3
9,16,43829.893,0.5417,-0.0,2616,0.3
9,17,42489.4837,0.5392,0.0,2615,0.3
9,18,41734.8891,0.5493,-0.0,2614,0.3
9,19,40797.7829,0.5447,-0.0,2616,0.3
9,20,39911.7647,0.5405,0.0,2618,0.3
9,21,40896.1436,0.5414,0.0,2619,0.3
9,22,40578.8064,0.5344,-0.0,2614,0.3
9,23,40265.4698,0.5363,0.0,2618,0.3
9,24,40668.9629,0.5526,0.0,2613,0.3
9,25,41341.2214,0.5542,-0.0,2620,0.3
9,26,39045.0898,0.5373,-0.0,2617,0.3
9,27,39645.0382,0.5408,-0.0,2620,0.3
9,28,36676.9878,0.5306,0.0,2616,0.3
9,29,36357.4159,0.5424,0.0,2616,0.3
9,30,39755.0553,0.5681,0.0,2621,0.3
9,31,40802.37,0.5294,-0.0,2616,0.3
9,32,39656.4769,0.5373,-0.0,2617,0.3
9,33,40004.2113,0.5279,-0.0,2612,0.3
9,34,38974.0458,0.5416,-0.0,2620,0.3
9,35,40055.0669,0.5495,-0.0,2615,0.3
9,36,39017.9389,0.558,-0.0,2620,0.3
9,37,37837.0314,0.5375,0.0,2614,0.3
9,38,36140.2369,0.5327,0.0,2617,0.3
9,39,36378.4404,0.5508,-0.0,2616,0.3
9,40,37202.0626,0.5443,0.0,2618,0.3
9,41,36006.8807,0.534,-0.0,2616,0.3
9,42,35567.8776,0.5388,-0.0,2615,0.3
9,43,34136.4679,0.5405,-0.0,2616,0.3
9,44,33989.2884,0.5406,0.0,2614,0.3
9,45,36996.1788,0.5587,0.0,2617,0.3
9,46,37719.4795,0.5511,-0.0,2613,0.3
9,47,36136.5723,0.5122,0.0,2614,0.3
9,48,34646.0481,0.541,0.0,2619,0.3
9,49,34928.2169,0.5349,0.0,2619,0.3
9,50,34967.9267,0.5361,-0.0,2619,0.3
9,51,34994.6442,0.5218,-0.0,2614,0.3
9,52,33729.8433,0.5315,-0.0,2617,0.3
9,53,33310.49,0.5379,0.0,2612,0.3
9,54,32982.436,0.5483,0.0,2619,0.3
9,55,33704.8239,0.559,-0.0,2612,0.3
9,56,33534.4037,0.5367,-0.0,2616,0.3
9,57,33455.0325,0.5434,-0.0,2613,0.3
9,58,32792.0489,0.547,0.0,2616,0.3
9,59,32039.3731,0.5294,-0.0,2616,0.3
10,0,37983.9327,0.5011,-0.0,2614,0.4
10,1,37591.8991,0.4757,0.0,2617,0.4
10,2,35555.6405,0.473,0.0,2615,0.4
10,3,35977.8203,0.486,0.0,2615,0.4
10,4,34848.1255,0.4744,-0.0,2614,0.4
10,5,35975.2098,0.4783,-0.0,2622,0.4
10,6,34750.0,0.4679,-0.0,2616,0.4
10,7,34661.8321,0.4859,-0.0,2620,0.4
10,8,33671.0123,0.4728,0.0,2608,0.4
10,9,34498.2805,0.4681,-0.0,2617,0.4
10,10,35124.188,0.4841,0.0,2617,0.4
10,11,34421.6361,0.4778,0.0,2616,0.4
10,12,34739.9618,0.4826,-0.0,2615,0.4
10,13,34454.337,0.4627,0.0,2617,0.4
10,14,32541.9847,0.4504,0.0,2620,0.4
10,15,36147.1713,0.4744,0.0,2616,0.4
10,16,35227.3074,0.4615,-0.0,2622,0.4
10,17,35694.0727,0.4589,-0.0,2615,0.4
10,18,34446.5241,0.4542,-0.0,2618,0.4
10,19,33461.7445,0.4526,-0.0,2614,0.4
10,20,33963.6572,0.4725,-0.0,2614,0.4
10,21,34251.0492,0.4708,-0.0,2621,0.4
10,22,33954.8757,0.4864,-0.0,2615,0.4
10,23,33313.8603,0.4719,0.0,2619,0.4
10,24,33101.1837,0.4777,0.0,2619,0.4
10,25,33763.6921,0.4822,-0.0001,2611,0.4
10,26,33180.5344,0.4561,-0.0,2620,0.4
10,27,32699.3114,0.4744,0.0,2614,0.4
10,28,31935.4716,0.4811,0.0,2619,0.4
10,29,32502.6758,0.4817,0.0001,2616,0.4
10,30,35330.916,0.5076,-0.0,2620,0.4
10,31,34118.029,0.4656,0.0,2618,0.4
10,32,35075.6881,0.4836,-0.0,2616,0.4
10,33,34568.2079,0.4681,-0.0,2617,0.4
10,34,32662.844,0.4725,0.0,2616,0.4
10,35,33801.2992,0.4754,-0.0,2617,0.4
10,36,34572.0841,0.4593,0.0,2615,0.4
10,37,33879.8316,0.4814,0.0,2613,0.4
10,38,33388.0597,0.4864,0.0,2613,0.4
10,39,32345.8589,0.4712,-0.0,2608,0.4
10,40,32878.8226,0.4656,-0.0,2616,0.4
10,41,31782.0758,0.4711,0.0,2611,0.4
10,42,32304.9618,0.4855,0.0,2620,0.4
10,43,32057.4053,0.4799,-0.0,2613,0.4
10,44,31661.9557,0.4629,-0.0,2618,0.4
10,45,33213.5218,0.4817,0.0,2618,0.4
10,46,33711.3402,0.48,-0.0,2619,0.4
10,47,33103.8564,0.4654,-0.0,2619,0.4
10,48,32329.8969,0.4742,0.0,2619,0.4
10,49,32342.4867,0.4584,0.0,2622,0.4
10,50,31864.0183,0.4782,-0.0,2618,0.4
10,51,31876.7646,0.4674,0.0,2621,0.4
10,52,31271.5814,0.4744,0.0,2618,0.4
10,53,30396.4067,0.4629,-0.0001,2616,0.4
10,54,30308.1329,0.4792,0.0,2619,0.4
10,55,32159.4037,0.4904,0.0,2616,0.4
10,56,30296.3387,0.4748,0.0,2622,0.4
10,57,29940.4125,0.4782,-0.0,2618,0.4
10,58,29770.3477,0.4685,-0.0,2617,0.4
10,59,28936.2352,0.4876,0.0,2619,0.4
11,0,34969.8012,0.5233,0.0,2616,0.4
11,1,34152.6135,0.4666,0.0,2621,0.4
11,2,33578.525,0.4799,-0.0,2617,0.4
11,3,33014.8798,0.47,0.0,2621,0.4
11,4,31126.7659,0.4494,-0.0,2619,0.4
11,5,32072.9286,0.4822,-0.0,2619,0.4
11,6,31427.8075,0.4668,-0.0,2618,0.4
11,7,31631.4384,0.4731,0.0,2621,0.4
11,8,30884.8207,0.4668,-0.0,2622,0.4
11,9,31857.3608,0.4798,0.0,2622,0.4
11,10,31777.0115,0.4586,-0.0,2610,0.4
11,11,31556.7444,0.4677,-0.0,2617,0.4
11,12,32168.1922,0.4539,-0.0,2622,0.4
11,13,31488.1498,0.4706,0.0,2616,0.4
11,14,29915.9343,0.4643,-0.0,2617,0.4
11,15,31660.0458,0.4893,-0.0,2618,0.4
11,16,32252.2005,0.465,-0.0,2613,0.4
11,17,30907.2165,0.4727,0.0,2619,0.4
11,18,31219.1676,0.4834,-0.0,2619,0.4
11,19,30578.9071,0.47,0.0,2617,0.4
11,20,31437.3089,0.4851,-0.0,2616,0.4
11,21,31211.6119,0.4817,-0.0,2618,0.4
11,22,30309.6058,0.4554,0.0,2613,0.4
11,23,30110.687,0.4637,-0.0,2620,0.4
11,24,29931.2452,0.4851,-0.0,2618,0.4
11,25,30606.5699,0.4862,0.0,2618,0.4
11,26,30851.2586,0.4855,0.0,2622,0.4
11,27,29779.6869,0.4628,-0.0,2619,0.4
11,28,29850.3636,0.4684,-0.0,2613,0.4
11,29,28699.3114,0.4614,0.0001,2614,0.4
11,30,31716.4692,0.4952,-0.0,2617,0.4
11,31,32421.5349,0.4654,-0.0,2619,0.4
11,32,31748.7572,0.4704,-0.0,2615,0.4
11,33,30704.1284,0.4599,0.0,2616,0.4
11,34,30868.8838,0.4744,-0.0,2616,0.4
11,35,31413.2011,0.4636,-0.0,2621,0.4
11,36,30723.453,0.4733,-0.0,2618,0.4
11,37,29236.2385,0.4664,0.0,2616,0.4
11,38,29589.538,0.4803,0.0,2619,0.4
11,39,29697.5143,0.4803,-0.0,2615,0.4
11,40,30209.4801,0.4744,-0.0,2616,0.4
11,41,30706.6922,0.4868,0.0,2615,0.4
11,42,29681.853,0.4701,-0.0,2612,0.4
11,43,29242.3547,0.4541,-0.0,2616,0.4
11,44,29668.8312,0.4866,0.0,2618,0.4
11,45,30690.6035,0.4943,0.0,2618,0.4
11,46,30299.1976,0.4738,-0.0,2617,0.4
11,47,30066.5138,0.4492,0.0,2616,0.4
11,48,29623.2824,0.4733,-0.0,2620,0.4
11,49,27715.8177,0.4715,-0.0,2611,0.4
11,50,28570.2258,0.4688,-0.0,2613,0.4
11,51,28741.3925,0.4736,-0.0,2614,0.4
11,52,28187.6911,0.4729,-0.0001,2616,0.4
11,53,28034.3249,0.4588,0.0,2622,0.4
11,54,27907.039,0.464,0.0,2614,0.4
11,55,28924.6077,0.4654,-0.0,2613,0.4
11,56,29077.6291,0.4784,0.0,2615,0.4
11,57,28264.9083,0.4656,-0.0,2616,0.4
11,58,27237.8771,0.4693,0.0,2619,0.4
11,59,27407.1101,0.4721,0.0,2616,0.4
12,0,31947.9924,0.4402,-0.0,2615,0.5
12,1,31767.4952,0.4023,-0.0,2615,0.5
12,2,30545.4893,0.4144,-0.0,2616,0.5
12,3,30343.0099,0.4125,-0.0,2618,0.5
12,4,29649.8664,0.3895,-0.0,2619,0.5
12,5,30098.855,0.4069,0.0,2620,0.5
12,6,30433.2061,0.4218,-0.0,2620,0.5
12,7,28642.0932,0.4034,0.0,2618,0.5
12,8,28423.0034,0.4119,-0.0,2617,0.5
12,9,28240.8257,0.4121,-0.0001,2616,0.5
12,10,28799.3119,0.406,-0.0,2616,0.5
12,11,28873.9014,0.3825,-0.0,2617,0.5
12,12,30189.365,0.3944,-0.0,2614,0.5
12,13,29457.4265,0.4005,-0.0,2619,0.5
12,14,27915.9985,0.4173,0.0,2619,0.5
12,15,29683.728,0.4163,0.0,2618,0.5
12,16,30250.6687,0.4169,0.0,2617,0.5
12,17,29780.7118,0.4015,-0.0,2613,0.5
12,18,28957.9992,0.3933,-0.0001,2619,0.5
12,19,27949.1784,0.3947,-0.0,2617,0.5
12,20,28252.9659,0.4133,0.0,2613,0.5
12,21,29541.8738,0.4027,-0.0,2615,0.5
12,22,28110.8139,0.4035,0.0,2617,0.5
12,23,29263.7615,0.4109,-0.0,2616,0.5
12,24,28789.313,0.3943,-0.0,2620,0.5
12,25,28750.0,0.4042,-0.0,2620,0.5
12,26,28779.0965,0.4012,0.0,2612,0.5
12,27,28156.2261,0.403,0.0,2618,0.5
12,28,28339.313,0.4145,-0.0,2620,0.5
12,29,27934.658,0.4123,-0.0,2617,0.5
12,30,31155.021,0.3956,0.0,2619,0.5
12,31,30249.5231,0.3995,0.0,2621,0.5
12,32,30824.7423,0.42,-0.0,2619,0.5
12,33,30402.8309,0.4044,0.0,2614,0.5
12,34,30084.8624,0.4014,-0.0,2616,0.5
12,35,28706.9163,0.4073,-0.0,2617,0.5
12,36,28636.4679,0.4063,-0.0,2616,0.5
12,37,28072.2201,0.4016,-0.0,2617,0.5
12,38,27618.9385,0.399,0.0001,2619,0.5
12,39,27279.4793,0.4001,0.0,2612,0.5
12,40,29202.9817,0.4205,-0.0,2616,0.5
12,41,28532.2889,0.4073,0.0,2617,0.5
12,42,27941.4914,0.4084,-0.0,2615,0.5
12,43,27120.6107,0.3996,-0.0,2620,0.5
12,44,27275.8225,0.4051,0.0001,2614,0.5
12,45,29438.6702,0.4207,-0.0001,2617,0.5
12,46,28523.9189,0.3961,-0.0,2613,0.5
12,47,27435.5147,0.4103,0.0,2613,0.5
12,48,27623.5654,0.4181,0.0,2614,0.5
12,49,26640.3979,0.4036,0.0,2614,0.5
12,50,27518.9148,0.4058,-0.0,2617,0.5
12,51,27382.263,0.417,0.0,2616,0.5
12,52,26925.4587,0.4086,0.0,2616,0.5
12,53,26574.7039,0.4142,0.0,2617,0.5
12,54,26490.0536,0.4036,-0.0,2614,0.5
12,55,26977.7948,0.3974,0.0,2612,0.5
12,56,26800.0,0.4119,-0.0,2615,0.5
12,57,27238.7319,0.4095,-0.0,2618,0.5
12,58,26282.2765,0.3873,0.0,2618,0.5
12,59,26250.5738,0.4135,0.0,2614,0.5
13,0,33697.7455,0.3699,0.0,2617,0.7
13,1,31183.4862,0.3138,-0.0,2616,0.7
13,2,31310.6611,0.321,0.0,2617,0.7
13,3,31470.5657,0.3299,-0.0,2616,0.7
13,4,30041.7625,0.318,-0.0,2610,0.7
13,5,30049.2366,0.324,-0.0,2620,0.7
13,6,30300.1912,0.3117,0.0,2615,0.7
13,7,29310.2525,0.3103,-0.0,2614,0.7
13,8,28455.3094,0.3163,-0.0,2618,0.7
13,9,28461.1558,0.3131,-0.0,2613,0.7
13,10,28999.6174,0.3271,-0.0,2614,0.7
13,11,27926.9039,0.3085,-0.0,2613,0.7
13,12,27078.596,0.3151,-0.0,2621,0.7
13,13,27297.4732,0.3113,0.0,2612,0.7
13,14,27177.8203,0.327,0.0,2615,0.7
13,15,29455.0669,0.3346,-0.0,2615,0.7
13,16,29175.9755,0.3305,-0.0,2614,0.7
13,17,28448.9874,0.3191,-0.0,2617,0.7
13,18,27876.0046,0.3184,0.0,2613,0.7
13,19,28631.74,0.343,-0.0,2615,0.7
13,20,28247.3242,0.3154,0.0,2616,0.7
13,21,28047.6917,0.3045,-0.0,2621,0.7
13,22,26870.6963,0.3294,-0.0,2614,0.7
13,23,27119.2661,0.3203,-0.0,2616,0.7
13,24,26811.4723,0.3296,0.0,2615,0.7
13,25,28334.8624,0.3291,-0.0,2616,0.7
13,26,26912.1467,0.3239,0.0,2618,0.7
13,27,26598.088,0.3243,0.0,2615,0.7
13,28,26538.9908,0.3238,-0.0,2616,0.7
13,29,25512.6243,0.3183,0.0,2614,0.7
13,30,29124.3305,0.352,-0.0,2614,0.7
13,31,29132.5439,0.3128,-0.0,2618,0.7
13,32,28489.2884,0.3076,-0.0,2614,0.7
13,33,27909.0214,0.3238,0.0,2616,0.7
13,34,26874.2355,0.3203,0.0,2616,0.7
13,35,27947.9127,0.339,-0.0,2611,0.7
13,36,28044.2917,0.3093,-0.0,2619,0.7
13,37,26884.424,0.3046,-0.0,2613,0.7
13,38,26686.9266,0.3207,-0.0,2616,0.7
13,39,26198.0122,0.315,-0.0,2616,0.7
13,40,27408.2569,0.3307,-0.0,2616,0.7
13,41,27438.9591,0.3375,-0.0,2613,0.7
13,42,27327.3354,0.3231,0.0,2612,0.7
13,43,26079.893,0.3096,-0.0,2616,0.7
13,44,26523.0061,0.3221,0.0001,2608,0.7
13,45,28379.8242,0.342,0.0,2617,0.7
13,46,27798.6244,0.3286,0.0,2617,0.7
13,47,28437.6911,0.3276,0.0,2616,0.7
13,48,27205.8148,0.3271,0.0,2614,0.7
13,49,26779.0119,0.3095,-0.0,2611,0.7
13,50,27478.5769,0.3347,-0.0,2614,0.7
13,51,27355.233,0.3186,-0.0,2618,0.7
13,52,26627.2936,0.3222,-0.0,2616,0.7
13,53,27338.3028,0.3452,0.0,2616,0.7
13,54,26744.8355,0.3443,-0.0001,2614,0.7
13,55,27503.248,0.3202,0.0,2617,0.7
13,56,27214.6136,0.3344,0.0,2614,0.7
13,57,26306.9572,0.3242,0.0,2616,0.7
13,58,26300.5736,0.3511,-0.0001,2615,0.7
13,59,27327.2101,0.331,0.0,2613,0.7
14,0,30250.4773,0.3639,0.0,2619,0.7
14,1,30132.3642,0.3275,-0.0,2614,0.7
14,2,29466.7685,0.3189,-0.0,2618,0.7
14,3,29658.7786,0.3271,-0.0,2620,0.7
14,4,28473.0608,0.3179,0.0,2617,0.7
14,5,29103.211,0.3349,0.0,2616,0.7
14,6,29473.9663,0.3277,0.0,2612,0.7
14,7,27904.5437,0.3249,0.0,2619,0.7
14,8,26988.1317,0.3247,-0.0,2612,0.7
14,9,27084.4801,0.3261,0.0,2616,0.7
14,10,27555.9801,0.3451,0.0,2617,0.7
14,11,27738.8316,0.3211,-0.0,2619,0.7
14,12,27101.6431,0.3164,-0.0,2617,0.7
14,13,27359.1118,0.3247,-0.0,2612,0.7
14,14,26872.0397,0.3354,0.0,2618,0.7
14,15,28955.2239,0.3463,0.0,2613,0.7
14,16,28397.8618,0.3318,0.0,2619,0.7
14,17,28784.2387,0.3256,0.0,2614,0.7
14,18,27961.7737,0.3303,-0.0,2616,0.7
14,19,26899.8088,0.3017,0.0,2615,0.7
14,20,28900.1148,0.3471,-0.0,2613,0.7
14,21,28210.9285,0.3294,-0.0,2617,0.7
14,22,27563.2404,0.3206,-0.0,2617,0.7
14,23,27037.4904,0.3206,0.0,2614,0.7
14,24,26959.8777,0.3172,-0.0,2617,0.7
14,25,27485.6597,0.3384,-0.0,2615,0.7
14,26,27800.841,0.3452,-0.0,2616,0.7
14,27,27361.1643,0.3198,0.0,2611,0.7
14,28,27553.9816,0.3292,-0.0,2612,0.7
14,29,27303.6669,0.3273,-0.0,2618,0.7
14,30,29338.9441,0.3466,-0.0,2614,0.7
14,31,28848.0916,0.3271,-0.0,2620,0.7
14,32,27848.6239,0.3173,0.0,2616,0.7
14,33,27587.9878,0.3164,-0.0,2614,0.7
14,34,26885.5283,0.3227,-0.0,2612,0.7
14,35,28544.4826,0.336,0.0,2619,0.7
14,36,28040.153,0.3346,0.0,2615,0.7
14,37,27200.7634,0.3267,0.0,2620,0.7
14,38,27852.5029,0.3363,0.0,2617,0.7
14,39,26418.7023,0.321,-0.0,2620,0.7
14,40,27242.8408,0.3318,-0.0,2619,0.7
14,41,28145.9129,0.327,-0.0,2618,0.7
14,42,28030.546,0.32,-0.0,2619,0.7
14,43,27227.0291,0.304,-0.0,2612,0.7
14,44,26182.9641,0.3174,0.0,2618,0.7
14,45,28080.2446,0.3344,0.0,2617,0.7
14,46,28798.1651,0.3475,-0.0,2616,0.7
14,47,27807.7217,0.3192,0.0,2616,0.7
14,48,27650.4594,0.322,-0.0,2612,0.7
14,49,27070.0613,0.312,0.0,2612,0.7
14,50,27803.749,0.3317,-0.0,2614,0.7
14,51,27441.896,0.3047,0.0,2616,0.7
14,52,27438.3352,0.3196,-0.0001,2619,0.7
14,53,26970.9924,0.3344,0.0,2620,0.7
14,54,26523.5182,0.3396,-0.0,2615,0.7
14,55,27004.5889,0.3235,0.0,2615,0.7
14,56,26389.7788,0.3295,0.0,2622,0.7
14,57,25243.6044,0.3257,-0.0,2619,0.7
14,58,25930.126,0.3288,-0.0,2619,0.7
14,59,26620.7028,0.3491,0.0,2618,0.7
15,0,31255.4493,0.3602,0.0,2615,0.7
15,1,31310.187,0.3243,-0.0,2621,0.7
15,2,29533.8432,0.3189,0.0,2615,0.7
15,3,29282.8244,0.3298,0.0,2620,0.7
15,4,28674.5607,0.3331,0.0,2618,0.7
15,5,29027.1614,0.3156,-0.0,2614,0.7
15,6,28958.0313,0.3201,0.0,2621,0.7
15,7,28735.0917,0.3349,-0.0,2616,0.7
15,8,28393.9626,0.3344,0.0,2617,0.7
15,9,27419.0222,0.3319,0.0,2618,0.7
15,10,28340.3442,0.3273,0.0,2615,0.7
15,11,28577.4218,0.3291,-0.0,2622,0.7
15,12,28003.8256,0.3313,0.0,2614,0.7
15,13,28126.6259,0.3451,0.0,2614,0.7
15,14,28153.0534,0.3294,0.0,2620,0.7
15,15,29635.357,0.3467,0.0,2619,0.7
15,16,29619.1749,0.3373,-0.0,2618,0.7
15,17,28390.9056,0.3145,-0.0,2617,0.7
15,18,28223.0298,0.337,-0.0,2614,0.7
15,19,27374.0897,0.3154,0.0,2609,0.7
15,20,28100.1912,0.3361,0.0,2615,0.7
15,21,27560.7798,0.3242,0.0,2616,0.7
15,22,28364.9579,0.3405,0.0,2614,0.7
15,23,28083.7156,0.3257,0.0,2616,0.7
15,24,27722.6054,0.3276,-0.0,2610,0.7
15,25,27961.3767,0.3132,0.0,2615,0.7
15,26,27311.0176,0.3405,0.0,2614,0.7
15,27,27227.9159,0.3315,0.0,2615,0.7
15,28,27279.9847,0.3281,-0.0,2618,0.7
15,29,26754.2113,0.3266,0.0,2612,0.7
15,30,29321.8786,0.349,0.0,2619,0.7
15,31,29335.7553,0.3247,-0.0,2615,0.7
15,32,28134.8358,0.3289,-0.0,2618,0.7
15,33,28625.6195,0.3244,-0.0,2623,0.7
15,34,27105.8869,0.3234,0.0,2616,0.7
15,35,29461.7737,0.354,0.0,2616,0.7
15,36,28646.5418,0.3374,-0.0,2617,0.7
15,37,28630.1527,0.3237,0.0,2620,0.7
15,38,28124.283,0.3369,-0.0,2615,0.7
15,39,27811.0899,0.3124,-0.0,2615,0.7
15,40,27985.8725,0.3169,-0.0,2619,0.7
15,41,27841.0394,0.3229,-0.0,2617,0.7
15,42,27087.6387,0.3065,0.0,2613,0.7
15,43,27016.7875,0.3258,-0.0,2621,0.7
15,44,27167.3033,0.3396,0.0,2618,0.7
15,45,29116.3859,0.3461,0.0,2612,0.7
15,46,28495.023,0.3266,0.0,2612,0.7
15,47,27619.1205,0.3327,-0.0,2615,0.7
15,48,27199.8469,0.3292,-0.0,2612,0.7
15,49,27312.6911,0.3268,0.0,2616,0.7
15,50,27768.3767,0.3377,-0.0,2612,0.7
15,51,27363.4277,0.3328,-0.0,2614,0.7
15,52,27614.1762,0.3046,-0.0,2610,0.7
15,53,27288.5572,0.3238,-0.0,2613,0.7
15,54,27570.9369,0.314,0.0,2615,0.7
15,55,27909.4037,0.3326,-0.0,2616,0.7
15,56,28059.2508,0.3272,0.0,2616,0.7
15,57,27516.8453,0.3181,0.0,2612,0.7
15,58,26986.9981,0.3415,0.0,2615,0.7
15,59,26404.4427,0.3301,0.0,2611,0.7
16,0,31707.3451,0.3902,-0.0,2614,0.7
16,1,30389.9732,0.31,0.0,2613,0.7
16,2,29177.5057,0.3221,-0.0,2614,0.7
16,3,30321.6061,0.3442,0.0,2615,0.7
16,4,29983.5375,0.3235,-0.0,2612,0.7
16,5,29567.3921,0.3104,-0.0,2619,0.7
16,6,30475.6984,0.3268,0.0,2613,0.7
16,7,30471.8714,0.331,0.0,2613,0.7
16,8,28853.0987,0.3183,0.0,2614,0.7
16,9,28691.0694,0.3289,0.0,2609,0.7
16,10,31214.2857,0.3174,0.0,2618,0.7
16,11,29081.2572,0.3365,-0.0,2609,0.7
16,12,28290.3596,0.3229,-0.0,2614,0.7
16,13,28408.1711,0.3123,0.0,2619,0.7
16,14,28361.4826,0.3286,0.0001,2617,0.7
16,15,30196.1009,0.3482,-0.0,2616,0.7
16,16,30368.3607,0.3317,-0.0,2617,0.7
16,17,30967.5076,0.3211,0.0,2616,0.7
16,18,29443.4683,0.317,-0.0001,2618,0.7
16,19,29344.8276,0.3165,0.0,2610,0.7
16,20,29359.2196,0.3405,-0.0,2614,0.7
16,21,29167.1138,0.3204,-0.0,2609,0.7
16,22,28367.4952,0.3304,-0.0,2615,0.7
16,23,29675.8515,0.341,0.0,2613,0.7
16,24,28041.3318,0.3257,0.0,2613,0.7
16,25,29160.9943,0.3453,0.0,2615,0.7
16,26,29111.2811,0.3197,-0.0,2615,0.7
16,27,28158.3174,0.3136,0.0,2615,0.7
16,28,28675.6032,0.3428,0.0,2611,0.7
16,29,26927.7523,0.3242,-0.0,2616,0.7
16,30,31389.8889,0.355,-0.0,2611,0.7
16,31,30514.1437,0.2989,0.0,2616,0.7
16,32,30381.7348,0.3229,0.0,2617,0.7
16,33,28927.9693,0.3138,-0.0,2610,0.7
16,34,29248.3735,0.3203,0.0,2613,0.7
16,35,30238.9144,0.3372,-0.0,2616,0.7
16,36,29704.2846,0.3106,0.0,2614,0.7
16,37,29230.9751,0.3258,-0.0,2615,0.7
16,38,27802.0674,0.3193,0.0,2612,0.7
16,39,27522.1543,0.322,0.0,2618,0.7
16,40,27543.1957,0.3444,0.0,2616,0.7
16,41,28282.8746,0.3257,0.0,2616,0.7
16,42,28266.1568,0.3377,-0.0,2615,0.7
16,43,27636.0856,0.3356,-0.0,2616,0.7
16,44,27525.6705,0.3245,0.0,2610,0.7
16,45,29701.4925,0.3471,-0.0,2613,0.7
16,46,29622.9947,0.3235,0.0,2618,0.7
16,47,29754.5802,0.334,0.0,2620,0.7
16,48,29381.846,0.3175,0.0,2611,0.7
16,49,29255.6362,0.321,-0.0,2617,0.7
16,50,29210.6269,0.3272,0.0,2616,0.7
16,51,29083.3015,0.321,-0.0,2617,0.7
16,52,28727.5163,0.331,0.0,2613,0.7
16,53,28744.559,0.3288,0.0,2619,0.7
16,54,28496.9349,0.3215,-0.0,2610,0.7
16,55,28492.1726,0.3265,0.0,2619,0.7
16,56,28576.5111,0.3347,-0.0,2614,0.7
16,57,27857.362,0.334,-0.0,2608,0.7
16,58,26800.4587,0.3142,0.0,2616,0.7
16,59,27795.9418,0.3273,0.0001,2612,0.7
17,0,33700.5736,0.4203,0.0,2615,0.6
17,1,34112.2995,0.3816,-0.0,2618,0.6
17,2,34367.6752,0.3826,-0.0,2611,0.6
17,3,34479.342,0.3657,0.0001,2614,0.6
17,4,33382.522,0.3703,-0.0,2609,0.6
17,5,33356.8147,0.3645,-0.0,2612,0.6
17,6,33201.2242,0.3822,0.0,2614,0.6
17,7,32339.977,0.3637,0.0,2609,0.6
17,8,31684.7743,0.3592,0.0,2614,0.6
17,9,32009.5785,0.3816,0.0,2610,0.6
17,10,32861.8446,0.3812,0.0,2613,0.6
17,11,31764.8411,0.3761,-0.0,2611,0.6
17,12,32112.1316,0.3827,0.0,2613,0.6
17,13,31221.8822,0.35,0.0,2614,0.6
17,14,30340.8742,0.3662,0.0001,2608,0.6
17,15,32120.0153,0.4041,-0.0,2608,0.6
17,16,32096.5147,0.3638,-0.0,2611,0.6
17,17,32025.2487,0.373,-0.0,2614,0.6
17,18,31662.3327,0.3553,0.0,2615,0.6
17,19,30671.3903,0.3792,0.0,2611,0.6
17,20,31677.271,0.3687,-0.0,2609,0.6
17,21,30725.7077,0.3573,-0.0,2614,0.6
17,22,31667.6888,0.3733,-0.0,2609,0.6
17,23,31378.3991,0.3811,-0.0,2611,0.6
17,24,31342.2767,0.3634,-0.0,2609,0.6
17,25,31324.0245,0.3665,0.0,2614,0.6
17,26,31346.2423,0.385,0.0,2608,0.6
17,27,30912.2941,0.3864,-0.0,2611,0.6
17,28,29406.9678,0.374,0.0,2612,0.6
17,29,29085.5718,0.3619,0.0,2606,0.6
17,30,32660.023,0.4082,0.0,2609,0.6
17,31,32807.3535,0.3646,-0.0,2611,0.6
17,32,31707.2331,0.3697,-0.0,2613,0.6
17,33,31166.3473,0.3538,-0.0,2609,0.6
17,34,31197.7812,0.381,-0.0,2614,0.6
17,35,30892.8845,0.3657,-0.0,2614,0.6
17,36,31053.2363,0.3654,-0.0,2611,0.6
17,37,31556.6616,0.379,-0.0,2612,0.6
17,38,30884.3355,0.3654,-0.0,2611,0.6
